[11657] [05-09-2012 16:30:17]:	Finished writing sequence region
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0266534_CDS_DDB0232428:1994882..1994923
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191503_CDS_DDB0189305:2662255..2662501
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191503_CDS_DDB0189305:2661891..2662129
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191503_CDS_DDB0189305:2652716..2661787
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191111_CDS_DDB0189305:3746978..3748052
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0189906_CDS_DDB0189305:143697..144165
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0190137_CDS_DDB0189305:2415551..2418851
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191196_CDS_DDB0189305:866549..866709
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191196_CDS_DDB0189305:866282..866443
[11657] [05-09-2012 16:34:34]:	going to write exon:   _DDB0191196_CDS_DDB0189305:866013..866199
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0220472_CDS_DDB0189305:2116801..2116882
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0220472_CDS_DDB0189305:2114898..2116689
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0347300_exon_DDB0232428:1536629..1536860
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0347300_exon_DDB0232428:1536950..1537772
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0220116_CDS_DDB0189305:1324762..1326559
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0191499_CDS_DDB0189305:1744199..1744326
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0191499_CDS_DDB0189305:1742740..1744082
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0191499_CDS_DDB0189305:1741029..1742653
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0266645_CDS_DDB0232428:2554440..2555354
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0266645_CDS_DDB0232428:2555449..2555650
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0266645_CDS_DDB0232428:2555766..2556496
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0307413_exon_DDB0232428:2573852..2575961
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0233246_CDS_DDB0232428:2578521..2581449
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0234164_CDS_DDB0232428:2621851..2622117
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0234164_CDS_DDB0232428:2620592..2621732
[11657] [05-09-2012 16:34:35]:	going to write exon:   _DDB0234164_CDS_DDB0232428:2612481..2620519
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0233831_CDS_DDB0232428:289881..289950
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0233831_CDS_DDB0232428:290057..291134
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0306208_CDS_DDB0232428:341836..342192
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0306208_CDS_DDB0232428:342289..343496
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0308355_exon_DDB0232428:1686757..1687651
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0306533_exon_DDB0232428:1708887..1711434
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0307276_CDS_DDB0232428:1715766..1717245
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0201874_CDS_DDB0189305:3691061..3691065
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0201874_CDS_DDB0189305:3690853..3690960
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0201874_CDS_DDB0189305:3690492..3690750
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0266859_CDS_DDB0232428:3699522..3699834
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0266859_CDS_DDB0232428:3699965..3701813
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0305165_CDS_DDB0232428:2747170..2747528
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0305165_CDS_DDB0232428:2744494..2747028
[11657] [05-09-2012 16:34:36]:	going to write exon:   _DDB0348200_exon_DDB0232428:2774063..2776697
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0231781_CDS_DDB0189305:2929233..2934288
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0231781_CDS_DDB0189305:2929038..2929146
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0306545_exon_DDB0232428:1649496..1649789
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0306545_exon_DDB0232428:1649887..1651212
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0306545_exon_DDB0232428:1653044..1653049
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0216602_CDS_DDB0189305:1767292..1767967
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3588897..3588905
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3589329..3589469
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3589539..3589783
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3590028..3590421
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3590487..3590907
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3591009..3591064
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0252726_CDS_DDB0232428:3591140..3591929
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0308379_exon_DDB0232428:3631590..3633444
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0306570_exon_DDB0232428:2784672..2787444
[11657] [05-09-2012 16:34:37]:	going to write exon:   _DDB0307342_exon_DDB0232428:413650..414280
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0347364_exon_DDB0232428:1897614..1897791
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0306611_exon_DDB0232428:4195431..4197111
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0233404_CDS_DDB0232428:4244034..4244347
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0233404_CDS_DDB0232428:4244452..4246332
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0231240_CDS_DDB0189305:3726589..3727155
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0231240_CDS_DDB0189305:3727248..3727480
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0231240_CDS_DDB0189305:3727637..3729410
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0233254_CDS_DDB0232428:2154884..2155464
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0233254_CDS_DDB0232428:2154155..2154805
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0252599_CDS_DDB0232428:2225483..2225552
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0252599_CDS_DDB0232428:2225774..2226045
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0252599_CDS_DDB0232428:2226199..2229816
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0252599_CDS_DDB0232428:2229971..2231873
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0252599_CDS_DDB0232428:2231950..2234074
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0307445_exon_DDB0232428:3995431..3995457
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0307445_exon_DDB0232428:3995557..3998774
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0307705_exon_DDB0232428:4024275..4024310
[11657] [05-09-2012 16:34:38]:	going to write exon:   _DDB0307705_exon_DDB0232428:4024404..4024434
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0307705_exon_DDB0232428:4024517..4024553
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0307705_exon_DDB0232428:4024670..4024845
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0307705_exon_DDB0232428:4024959..4024998
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0306604_exon_DDB0232428:4031494..4031583
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0306604_exon_DDB0232428:4030542..4031395
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0346773_exon_DDB0232428:3287287..3289621
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0229434_CDS_DDB0189305:4279640..4279695
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0229434_CDS_DDB0189305:4278951..4279547
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0229971_CDS_DDB0189305:4300958..4301324
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0229971_CDS_DDB0189305:4299330..4300872
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0346828_exon_DDB0232428:3830424..3830649
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0346828_exon_DDB0232428:3829650..3830328
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0305223_CDS_DDB0232428:2998602..2998612
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0305223_CDS_DDB0232428:2998375..2998542
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0305223_CDS_DDB0232428:2996711..2998262
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0237683_CDS_DDB0232428:3078894..3083055
[11657] [05-09-2012 16:34:39]:	going to write exon:   _DDB0306499_exon_DDB0232428:783551..783982
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306499_exon_DDB0232428:784072..784368
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306499_exon_DDB0232428:784455..785299
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306499_exon_DDB0232428:785387..785637
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306499_exon_DDB0232428:785729..786233
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0238430_CDS_DDB0232428:3471588..3471692
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0238430_CDS_DDB0232428:3471768..3471922
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0238430_CDS_DDB0232428:3472005..3472429
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0238430_CDS_DDB0232428:3472525..3472824
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0348112_exon_DDB0232428:1118590..1121104
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0238238_CDS_DDB0232428:1143813..1144065
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306594_exon_DDB0232428:3801075..3801142
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0306594_exon_DDB0232428:3801281..3802258
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0201711_CDS_DDB0189305:2680829..2681426
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0347446_exon_DDB0232428:2809973..2809981
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0347446_exon_DDB0232428:2809229..2809851
[11657] [05-09-2012 16:34:40]:	going to write exon:   _DDB0202000_CDS_DDB0189305:4545101..4546901
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0232252_CDS_DDB0189305:4397028..4397309
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0232252_CDS_DDB0189305:4397387..4397937
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0232252_CDS_DDB0189305:4398007..4398613
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0231688_CDS_DDB0189305:4414551..4414795
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0231688_CDS_DDB0189305:4413889..4414434
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0308342_exon_DDB0232428:919583..920681
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0237957_CDS_DDB0232428:1375258..1376503
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0237957_CDS_DDB0232428:1376611..1376890
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0348035_exon_DDB0232428:1485130..1485859
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0231728_CDS_DDB0189305:1623614..1623620
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0231728_CDS_DDB0189305:1623785..1625556
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0231728_CDS_DDB0189305:1625682..1625795
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0202250_CDS_DDB0189305:1685069..1686047
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0216617_CDS_DDB0189305:1948790..1950125
[11657] [05-09-2012 16:34:41]:	going to write exon:   _DDB0233606_CDS_DDB0232428:2016592..2016733
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0348402_exon_DDB0232428:2091186..2093082
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0216521_CDS_DDB0189305:171580..172729
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0306379_CDS_DDB0232428:189310..190370
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0306379_CDS_DDB0232428:186995..189211
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0191202_CDS_DDB0189305:1640871..1641086
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0191202_CDS_DDB0189305:1641219..1641413
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0191202_CDS_DDB0189305:1641524..1641934
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0191271_CDS_DDB0189305:1378559..1379233
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0191271_CDS_DDB0189305:1379339..1379505
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0216500_CDS_DDB0189305:123674..124085
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0306523_exon_DDB0232428:1455101..1457547
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0306523_exon_DDB0232428:1457781..1460921
[11657] [05-09-2012 16:34:42]:	going to write exon:   _DDB0307345_exon_DDB0232428:1487040..1487541
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0234072_CDS_DDB0232428:4285179..4285575
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0234072_CDS_DDB0232428:4285694..4285961
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0234072_CDS_DDB0232428:4286081..4286653
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0234072_CDS_DDB0232428:4286797..4289651
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0233497_CDS_DDB0232428:3897215..3903350
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2909107..2909183
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2909272..2909494
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2909582..2912662
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2912736..2912823
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2912900..2912999
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2913064..2913396
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2913460..2913606
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0220634_CDS_DDB0189305:2913700..2914017
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0231323_CDS_DDB0189305:4800737..4800914
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0231323_CDS_DDB0189305:4797389..4800590
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0348370_exon_DDB0232428:4481556..4481569
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0348370_exon_DDB0232428:4481676..4481909
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0304991_CDS_DDB0232428:4531796..4532110
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0304991_CDS_DDB0232428:4532212..4533209
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0307462_exon_DDB0232428:4540669..4540933
[11657] [05-09-2012 16:34:43]:	going to write exon:   _DDB0307462_exon_DDB0232428:4541128..4541924
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0307462_exon_DDB0232428:4542020..4542577
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0216464_CDS_DDB0189305:45934..46072
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0346758_exon_DDB0232428:3233163..3234194
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0346758_exon_DDB0232428:3234400..3234749
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0346758_exon_DDB0232428:3234847..3235474
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0191521_CDS_DDB0189305:4691693..4691859
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0191521_CDS_DDB0189305:4691557..4691620
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0191521_CDS_DDB0189305:4691378..4691489
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0191521_CDS_DDB0189305:4691210..4691223
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0191521_CDS_DDB0189305:4691049..4691101
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0308377_exon_DDB0232428:3290915..3291350
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0308377_exon_DDB0232428:3289698..3290820
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0220122_CDS_DDB0189305:3008085..3008209
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0220122_CDS_DDB0189305:3006359..3008008
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0220122_CDS_DDB0189305:3005980..3006233
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0220122_CDS_DDB0189305:3005034..3005888
[11657] [05-09-2012 16:34:44]:	going to write exon:   _DDB0216231_CDS_DDB0189305:3676337..3677378
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0306589_exon_DDB0232428:3512074..3514549
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0305319_CDS_DDB0232428:3517599..3517872
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0305319_CDS_DDB0232428:3517399..3517489
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0189684_CDS_DDB0189305:1202868..1202937
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0189684_CDS_DDB0189305:1202700..1202793
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0306513_exon_DDB0232428:1217022..1217095
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0306513_exon_DDB0232428:1216154..1216858
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0306513_exon_DDB0232428:1214002..1216090
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0307354_exon_DDB0232428:926751..928892
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0307354_exon_DDB0232428:929062..929405
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0347441_exon_DDB0232428:983480..984122
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0202259_CDS_DDB0189305:1750284..1750647
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0308367_exon_DDB0232428:2642576..2643428
[11657] [05-09-2012 16:34:45]:	going to write exon:   _DDB0308368_exon_DDB0232428:2655369..2657301
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0305293_CDS_DDB0232428:2711494..2713021
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0216473_CDS_DDB0189305:64374..66825
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0216481_CDS_DDB0189305:85400..87974
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0189998_CDS_DDB0189305:2013832..2013877
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0189998_CDS_DDB0189305:2013915..2014068
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0347141_exon_DDB0232428:2040658..2040671
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0347141_exon_DDB0232428:2040401..2040568
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0231609_CDS_DDB0189305:3366218..3366422
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0231609_CDS_DDB0189305:3365060..3366140
[11657] [05-09-2012 16:34:46]:	going to write exon:   _DDB0305346_CDS_DDB0232428:4734272..4734627
